#baryon fraction in the ADIAB simulation
#z,log10(mass_lower),log10(mass_upper),mass_mean,mass_errl,mass_erru,fb_mean,fb_errl,fb_erru
#notes: redshift,"mass bin, lower end","mass bin, upper end",mean mass in the bin,"1sigma error of mass, lower end","1sigma error of mass, upper end",mean baryon fraction in the bin,"1sigma error of baryon fraction, lower end","1sigma error of baryon fraction, upper end"
#units: 1,log10(Msol),log10(Msol),Msol,Msol,Msol,1,1,1
5.27989,9.6,10.6,8.64912e+09,5.76697e+08,6.18687e+08,0.894388,0.00323695,0.00329051
5.27989,9.7,10.7,1.12741e+10,9.09038e+08,9.93852e+08,0.893926,0.00358365,0.00366711
5.27989,9.8,10.8,1.399e+10,1.27468e+09,1.41182e+09,0.89489,0.00417193,0.00422131
5.27989,9.9,10.9,1.70775e+10,1.77868e+09,2.00758e+09,0.895952,0.0048977,0.0049851
5.27989,10,11,2.09431e+10,2.44597e+09,2.77546e+09,0.89502,0.00542202,0.00558755
5.27989,10.1,11.1,2.81664e+10,3.98071e+09,4.66246e+09,0.895241,0.00676333,0.00693522
5.27989,10.2,11.2,3.4909e+10,5.65368e+09,6.89169e+09,0.89664,0.00695763,0.00722578
5.27989,10.3,11.3,3.96316e+10,6.67265e+09,8.1963e+09,0.893403,0.00729421,0.00745512
5.27989,10.4,11.4,5.1072e+10,9.13414e+09,1.12519e+10,0.893593,0.00834944,0.00839899
5.27989,10.5,11.5,5.78221e+10,1.03296e+10,1.2787e+10,0.895499,0.00927584,0.009521
5.32256,7.5,8.5,8.82232e+07,539027,537491,0.566586,0.00126216,0.00126173
5.32256,7.6,8.6,1.08909e+08,723270,728673,0.600793,0.00134552,0.0013376
5.32256,7.7,8.7,1.34343e+08,998115,998407,0.635231,0.00141105,0.00139653
5.32256,7.8,8.8,1.67915e+08,1.38223e+06,1.38844e+06,0.671761,0.00145088,0.0014523
5.32256,7.9,8.9,2.1098e+08,1.92449e+06,1.91528e+06,0.706847,0.00146435,0.00146825
5.32256,8,9,2.64411e+08,2.64368e+06,2.68483e+06,0.738583,0.00148033,0.00148072
5.32256,8.1,9.1,3.30922e+08,3.7085e+06,3.70162e+06,0.766791,0.00150184,0.00148461
5.32256,8.2,9.2,4.1042e+08,5.07926e+06,5.12447e+06,0.790987,0.00145917,0.00146202
5.32256,8.3,9.3,5.16925e+08,7.09453e+06,7.20638e+06,0.812439,0.00147051,0.00145302
5.32256,8.4,9.4,6.46092e+08,9.98255e+06,1.00577e+07,0.829582,0.0014784,0.0014699
5.32256,8.5,9.5,8.0441e+08,1.38458e+07,1.39956e+07,0.843457,0.00150724,0.0015061
5.32256,8.6,9.6,1.00948e+09,1.96011e+07,2.01643e+07,0.856035,0.00150025,0.00147494
5.32256,8.7,9.7,1.26011e+09,2.73553e+07,2.79854e+07,0.865637,0.00152228,0.0015186
5.32256,8.8,9.8,1.56549e+09,3.79395e+07,3.85415e+07,0.873494,0.00159223,0.00158293
5.32256,8.9,9.9,1.94211e+09,5.25447e+07,5.37812e+07,0.879995,0.00169616,0.00167124
5.32256,9,10,2.4243e+09,7.42943e+07,7.59594e+07,0.884999,0.00178643,0.0017996
5.32256,9.1,10.1,3.04786e+09,1.05909e+08,1.08994e+08,0.887738,0.00193381,0.00193944
5.32256,9.2,10.2,3.75352e+09,1.48415e+08,1.55353e+08,0.890321,0.00211055,0.00210823
5.32256,9.3,10.3,4.58939e+09,2.00184e+08,2.09469e+08,0.892611,0.00236995,0.00238267
5.32256,9.4,10.4,5.74685e+09,2.9595e+08,3.15172e+08,0.89361,0.00256898,0.00256794
5.32256,9.5,10.5,6.99253e+09,4.05558e+08,4.30385e+08,0.893506,0.00279673,0.00282244
5.32256,9.6,10.6,8.72215e+09,5.80224e+08,6.20719e+08,0.895133,0.00327069,0.00327915
5.32256,9.7,10.7,1.12414e+10,9.00278e+08,9.90357e+08,0.895097,0.00358686,0.00362472
5.32256,9.8,10.8,1.39044e+10,1.26493e+09,1.39665e+09,0.89606,0.00415841,0.00424568
5.32256,9.9,10.9,1.755e+10,1.92e+09,2.18112e+09,0.897641,0.00490744,0.00497065
5.32256,10,11,2.12493e+10,2.63845e+09,3.04447e+09,0.895407,0.00539034,0.00548036
5.32256,10.1,11.1,2.74376e+10,3.82733e+09,4.51453e+09,0.896294,0.00650493,0.00664109
5.32256,10.2,11.2,3.51719e+10,5.76549e+09,7.04117e+09,0.895786,0.00658997,0.00661589
5.32256,10.3,11.3,4.01769e+10,6.8397e+09,8.34446e+09,0.895275,0.00721839,0.00735966
5.32256,10.4,11.4,5.1097e+10,9.07428e+09,1.12221e+10,0.894341,0.00910063,0.0093283
5.32256,10.5,11.5,5.80216e+10,1.02901e+10,1.27377e+10,0.896769,0.0102256,0.0104981
5.36596,7.5,8.5,8.82814e+07,543450,545122,0.567543,0.00125765,0.00125552
5.36596,7.6,8.6,1.08925e+08,730470,731530,0.601454,0.00133677,0.00133238
5.36596,7.7,8.7,1.34425e+08,996493,1.0037e+06,0.635786,0.00140172,0.00139294
5.36596,7.8,8.8,1.67703e+08,1.37318e+06,1.38644e+06,0.671572,0.00144917,0.00144702
5.36596,7.9,8.9,2.10859e+08,1.9244e+06,1.92946e+06,0.706492,0.00148113,0.00147142
5.36596,8,9,2.64236e+08,2.67825e+06,2.70559e+06,0.738869,0.00148302,0.00146887
5.36596,8.1,9.1,3.30222e+08,3.69116e+06,3.7265e+06,0.766244,0.00150445,0.00150311
5.36596,8.2,9.2,4.09981e+08,5.04705e+06,5.11626e+06,0.790698,0.00146577,0.00146363
5.36596,8.3,9.3,5.17554e+08,7.18958e+06,7.30406e+06,0.812252,0.00148056,0.00145687
5.36596,8.4,9.4,6.46357e+08,9.95282e+06,1.00217e+07,0.829345,0.0014938,0.00148794
5.36596,8.5,9.5,8.02606e+08,1.38604e+07,1.39527e+07,0.843327,0.00151353,0.00150552
5.36596,8.6,9.6,1.01091e+09,1.97922e+07,2.03511e+07,0.855494,0.00150794,0.00148352
5.36596,8.7,9.7,1.26077e+09,2.76869e+07,2.8389e+07,0.865182,0.00153615,0.00154094
5.36596,8.8,9.8,1.5716e+09,3.84788e+07,3.96341e+07,0.873153,0.00160875,0.00160841
5.36596,8.9,9.9,1.93534e+09,5.23008e+07,5.37141e+07,0.879543,0.0017151,0.00169293
5.36596,9,10,2.43642e+09,7.58441e+07,7.84152e+07,0.884456,0.00184853,0.0018321
5.36596,9.1,10.1,3.0443e+09,1.06713e+08,1.10365e+08,0.887369,0.00195035,0.00195789
5.36596,9.2,10.2,3.72512e+09,1.46828e+08,1.55004e+08,0.890254,0.00215046,0.00215128
5.36596,9.3,10.3,4.62997e+09,2.07221e+08,2.12991e+08,0.891691,0.00239723,0.00241973
5.36596,9.4,10.4,5.72306e+09,2.93298e+08,3.1104e+08,0.892672,0.00260372,0.00260648
5.36596,9.5,10.5,7.01708e+09,4.12968e+08,4.34782e+08,0.892262,0.00286136,0.00292096
5.36596,9.6,10.6,8.79085e+09,5.82209e+08,6.27229e+08,0.893534,0.00333202,0.00336604
5.36596,9.7,10.7,1.12612e+10,9.02433e+08,9.90902e+08,0.894414,0.00360165,0.00365511
5.36596,9.8,10.8,1.40682e+10,1.28074e+09,1.41767e+09,0.894416,0.00433411,0.00445384
5.36596,9.9,10.9,1.73018e+10,1.8699e+09,2.12312e+09,0.896334,0.00489313,0.00502651
5.36596,10,11,2.2226e+10,2.88593e+09,3.40144e+09,0.894635,0.00550525,0.00558427
5.36596,10.1,11.1,2.71209e+10,3.74298e+09,4.36161e+09,0.896187,0.00637937,0.00653934
5.36596,10.2,11.2,3.40087e+10,5.48326e+09,6.68534e+09,0.894939,0.00620531,0.00631605
5.36596,10.3,11.3,4.01417e+10,6.73056e+09,8.19941e+09,0.89373,0.00659849,0.00674364
5.36596,10.4,11.4,4.94081e+10,8.59622e+09,1.05676e+10,0.893525,0.00889314,0.00905705
5.36596,10.5,11.5,5.8328e+10,1.01826e+10,1.28521e+10,0.893824,0.0101046,0.010598
5.41011,7.5,8.5,8.81025e+07,531855,543656,0.567259,0.00125444,0.00125768
5.41011,7.6,8.6,1.08718e+08,725108,733233,0.601177,0.00133842,0.00134494
5.41011,7.7,8.7,1.34189e+08,992872,1.00695e+06,0.635707,0.00140198,0.0013996
5.41011,7.8,8.8,1.67579e+08,1.38805e+06,1.38219e+06,0.671693,0.0014492,0.00144843
5.41011,7.9,8.9,2.10495e+08,1.91846e+06,1.92152e+06,0.706615,0.00148489,0.00148442
5.41011,8,9,2.63344e+08,2.67255e+06,2.68582e+06,0.73834,0.00147686,0.0014679
5.41011,8.1,9.1,3.29234e+08,3.69396e+06,3.72574e+06,0.766248,0.00150562,0.00149266
5.41011,8.2,9.2,4.09804e+08,5.07964e+06,5.10107e+06,0.7904,0.00149456,0.00149277
5.41011,8.3,9.3,5.16458e+08,7.13343e+06,7.26056e+06,0.811864,0.00149924,0.00148186
5.41011,8.4,9.4,6.43694e+08,9.9407e+06,1.01084e+07,0.829089,0.00150138,0.00149259
5.41011,8.5,9.5,7.99339e+08,1.40368e+07,1.40052e+07,0.843056,0.00151391,0.00152281
5.41011,8.6,9.6,1.0078e+09,1.98954e+07,2.0149e+07,0.855323,0.0015257,0.0015153
5.41011,8.7,9.7,1.26011e+09,2.7701e+07,2.83449e+07,0.864775,0.00156639,0.0015651
5.41011,8.8,9.8,1.55991e+09,3.84254e+07,3.8553e+07,0.873107,0.00160893,0.00160853
5.41011,8.9,9.9,1.92703e+09,5.23712e+07,5.35384e+07,0.879256,0.00171916,0.0017197
5.41011,9,10,2.41685e+09,7.47401e+07,7.72545e+07,0.884666,0.00181549,0.00184735
5.41011,9.1,10.1,3.0221e+09,1.05835e+08,1.09459e+08,0.88776,0.00198698,0.00198474
5.41011,9.2,10.2,3.72712e+09,1.48458e+08,1.54269e+08,0.890128,0.00213315,0.0021592
5.41011,9.3,10.3,4.58757e+09,2.03889e+08,2.11759e+08,0.891819,0.00240352,0.00243001
5.41011,9.4,10.4,5.72002e+09,3.02071e+08,3.18365e+08,0.892819,0.00256214,0.00259041
5.41011,9.5,10.5,6.86356e+09,3.98684e+08,4.25793e+08,0.892499,0.00285964,0.00289258
5.41011,9.6,10.6,8.70016e+09,5.87594e+08,6.36589e+08,0.893375,0.00331701,0.00337848
5.41011,9.7,10.7,1.13107e+10,9.37747e+08,1.04665e+09,0.894699,0.0036594,0.00372914
5.41011,9.8,10.8,1.37533e+10,1.26674e+09,1.4063e+09,0.894649,0.00439002,0.00447225
5.41011,9.9,10.9,1.71489e+10,1.89055e+09,2.14509e+09,0.896911,0.00502096,0.00519193
5.41011,10,11,2.19187e+10,2.91891e+09,3.36671e+09,0.894183,0.00541494,0.00550654
5.41011,10.1,11.1,2.67885e+10,3.74875e+09,4.32722e+09,0.896361,0.00637249,0.00644216
5.41011,10.2,11.2,3.42697e+10,5.68119e+09,6.87058e+09,0.895868,0.00643707,0.00651292
5.41011,10.3,11.3,3.9972e+10,6.76883e+09,8.24699e+09,0.896537,0.00719347,0.00717548
5.41011,10.4,11.4,5.2138e+10,9.14272e+09,1.12588e+10,0.897143,0.00957392,0.0100616
5.41011,10.5,11.5,5.71771e+10,9.71727e+09,1.2149e+10,0.896375,0.0105599,0.0110553
5.45503,7.5,8.5,8.81421e+07,540352,547928,0.56827,0.0012503,0.00125179
5.45503,7.6,8.6,1.0869e+08,731247,736436,0.601606,0.00133305,0.00132192
5.45503,7.7,8.7,1.34095e+08,1.00426e+06,1.00356e+06,0.635631,0.00139447,0.00139428
5.45503,7.8,8.8,1.67039e+08,1.36411e+06,1.36478e+06,0.671608,0.00144744,0.00144107
5.45503,7.9,8.9,2.10359e+08,1.91785e+06,1.93976e+06,0.706842,0.00148777,0.00148021
5.45503,8,9,2.62846e+08,2.65546e+06,2.68787e+06,0.737968,0.00149121,0.0014865
5.45503,8.1,9.1,3.29519e+08,3.7338e+06,3.77229e+06,0.766332,0.00151079,0.00148816
5.45503,8.2,9.2,4.09836e+08,5.1333e+06,5.17989e+06,0.790188,0.00149568,0.00149202
5.45503,8.3,9.3,5.16442e+08,7.17052e+06,7.30393e+06,0.811817,0.00149233,0.0014771
5.45503,8.4,9.4,6.43648e+08,9.96173e+06,1.01033e+07,0.829171,0.00149773,0.00149011
5.45503,8.5,9.5,8.00074e+08,1.3876e+07,1.40863e+07,0.843349,0.0015242,0.00150639
5.45503,8.6,9.6,1.00961e+09,1.995e+07,2.05032e+07,0.85565,0.00152003,0.00150973
5.45503,8.7,9.7,1.26434e+09,2.78118e+07,2.84415e+07,0.865222,0.00155288,0.00155792
5.45503,8.8,9.8,1.55567e+09,3.8205e+07,3.90512e+07,0.872808,0.00161213,0.00162804
5.45503,8.9,9.9,1.92909e+09,5.26985e+07,5.43348e+07,0.879423,0.00173436,0.00172428
5.45503,9,10,2.43234e+09,7.67717e+07,7.9259e+07,0.884272,0.00183105,0.00184067
5.45503,9.1,10.1,3.01258e+09,1.05646e+08,1.09168e+08,0.887628,0.00197739,0.00202426
5.45503,9.2,10.2,3.73711e+09,1.4959e+08,1.55914e+08,0.889631,0.00215126,0.00216466
5.45503,9.3,10.3,4.58209e+09,2.02586e+08,2.11901e+08,0.891498,0.00243812,0.00244598
5.45503,9.4,10.4,5.67029e+09,2.96247e+08,3.12151e+08,0.892226,0.00258939,0.00259337
5.45503,9.5,10.5,6.86211e+09,3.97335e+08,4.26402e+08,0.892378,0.00286153,0.00291828
5.45503,9.6,10.6,8.68412e+09,5.88094e+08,6.37502e+08,0.893146,0.00329485,0.003348
5.45503,9.7,10.7,1.13317e+10,9.42548e+08,1.04291e+09,0.894017,0.00374675,0.00385054
5.45503,9.8,10.8,1.37572e+10,1.27368e+09,1.39325e+09,0.893735,0.00450623,0.00463496
5.45503,9.9,10.9,1.74862e+10,2.0048e+09,2.26652e+09,0.895964,0.00500241,0.00522978
5.45503,10,11,2.23553e+10,2.93819e+09,3.37595e+09,0.894408,0.00544617,0.00547212
5.45503,10.1,11.1,2.62101e+10,3.61566e+09,4.1586e+09,0.896134,0.00605135,0.00613059
5.45503,10.2,11.2,3.4515e+10,5.61723e+09,6.80061e+09,0.895737,0.00619419,0.00629863
5.45503,10.3,11.3,3.93834e+10,6.48355e+09,7.873e+09,0.894282,0.00711789,0.0071301
5.45503,10.4,11.4,5.00275e+10,8.43193e+09,1.04387e+10,0.893831,0.00906412,0.00940437
5.45503,10.5,11.5,5.56887e+10,9.23028e+09,1.18293e+10,0.892936,0.0103846,0.0107515
5.50074,7.5,8.5,8.79878e+07,538519,544378,0.56862,0.00124462,0.00125226
5.50074,7.6,8.6,1.08575e+08,732009,736435,0.601948,0.00133484,0.00133254
5.50074,7.7,8.7,1.33926e+08,1.00237e+06,1.00755e+06,0.63586,0.00139963,0.00139259
5.50074,7.8,8.8,1.66864e+08,1.37045e+06,1.38739e+06,0.671555,0.00144637,0.00144602
5.50074,7.9,8.9,2.10088e+08,1.92214e+06,1.93732e+06,0.706684,0.00148003,0.00148083
5.50074,8,9,2.62862e+08,2.6754e+06,2.69458e+06,0.738065,0.00148347,0.00147844
5.50074,8.1,9.1,3.28436e+08,3.69689e+06,3.73755e+06,0.766116,0.00149956,0.00149389
5.50074,8.2,9.2,4.08995e+08,5.1548e+06,5.18976e+06,0.789647,0.00149323,0.00149014
5.50074,8.3,9.3,5.14219e+08,7.19881e+06,7.31784e+06,0.811123,0.00149872,0.00148346
5.50074,8.4,9.4,6.43853e+08,1.01963e+07,1.01505e+07,0.828556,0.00153698,0.00151425
5.50074,8.5,9.5,7.99782e+08,1.38799e+07,1.42982e+07,0.842449,0.00151738,0.00152699
5.50074,8.6,9.6,1.01227e+09,2.02145e+07,2.0535e+07,0.854792,0.00154607,0.00153693
5.50074,8.7,9.7,1.26576e+09,2.82753e+07,2.88822e+07,0.864326,0.00160256,0.00160171
5.50074,8.8,9.8,1.55939e+09,3.84246e+07,3.89973e+07,0.872079,0.00168527,0.00168398
5.50074,8.9,9.9,1.92384e+09,5.248e+07,5.38106e+07,0.878721,0.00176598,0.00177305
5.50074,9,10,2.42504e+09,7.61575e+07,7.80534e+07,0.884119,0.00187174,0.00185446
5.50074,9.1,10.1,3.01859e+09,1.06911e+08,1.12094e+08,0.88794,0.00200303,0.00202809
5.50074,9.2,10.2,3.7684e+09,1.54916e+08,1.59432e+08,0.889989,0.00218987,0.00221434
5.50074,9.3,10.3,4.51523e+09,1.9728e+08,2.04933e+08,0.891354,0.00245218,0.0024715
5.50074,9.4,10.4,5.64088e+09,2.9577e+08,3.12555e+08,0.892167,0.0026096,0.00264069
5.50074,9.5,10.5,6.79245e+09,3.96369e+08,4.16693e+08,0.892954,0.00297643,0.00297466
5.50074,9.6,10.6,8.65241e+09,5.85686e+08,6.37139e+08,0.893117,0.00336756,0.00339728
5.50074,9.7,10.7,1.13045e+10,9.43892e+08,1.0498e+09,0.894333,0.00386487,0.00396269
5.50074,9.8,10.8,1.37588e+10,1.26784e+09,1.41756e+09,0.894471,0.00458766,0.0046755
5.50074,9.9,10.9,1.71746e+10,1.92794e+09,2.20401e+09,0.895982,0.00518842,0.00530226
5.50074,10,11,2.17715e+10,2.81593e+09,3.24838e+09,0.893585,0.00570232,0.00574073
5.50074,10.1,11.1,2.7754e+10,4.22369e+09,5.1307e+09,0.894613,0.00620134,0.00623755
5.50074,10.2,11.2,3.5511e+10,5.70468e+09,6.97319e+09,0.893524,0.00632415,0.00637476
5.50074,10.3,11.3,3.83025e+10,6.20919e+09,7.69238e+09,0.892965,0.00702083,0.00704318
5.50074,10.4,11.4,4.95768e+10,8.05394e+09,1.03316e+10,0.891722,0.00857719,0.00892932
5.50074,10.5,11.5,5.40669e+10,8.66187e+09,1.14186e+10,0.893662,0.0101696,0.0101697
5.54726,7.5,8.5,8.79253e+07,536317,543264,0.569149,0.00125918,0.00125443
5.54726,7.6,8.6,1.08388e+08,727995,732805,0.602343,0.00133977,0.00133192
5.54726,7.7,8.7,1.33779e+08,1.0043e+06,995336,0.636514,0.00140444,0.0014064
5.54726,7.8,8.8,1.66665e+08,1.38905e+06,1.38389e+06,0.672114,0.00144953,0.00143796
5.54726,7.9,8.9,2.09926e+08,1.94067e+06,1.94951e+06,0.70682,0.00147827,0.00148109
5.54726,8,9,2.63071e+08,2.70675e+06,2.74367e+06,0.738332,0.00150325,0.00148389
5.54726,8.1,9.1,3.27948e+08,3.71716e+06,3.76005e+06,0.766251,0.00149559,0.00148685
5.54726,8.2,9.2,4.08851e+08,5.19435e+06,5.24875e+06,0.78992,0.00149929,0.00147737
5.54726,8.3,9.3,5.14228e+08,7.21457e+06,7.3259e+06,0.81115,0.00151178,0.00149926
5.54726,8.4,9.4,6.42657e+08,1.00238e+07,1.01348e+07,0.828681,0.00153322,0.0015139
5.54726,8.5,9.5,8.00482e+08,1.40773e+07,1.43337e+07,0.842697,0.00153109,0.00151772
5.54726,8.6,9.6,1.00964e+09,2.02295e+07,2.05234e+07,0.854686,0.00153405,0.00154047
5.54726,8.7,9.7,1.25464e+09,2.80515e+07,2.84159e+07,0.864426,0.00157496,0.0015644
5.54726,8.8,9.8,1.55057e+09,3.85019e+07,3.93091e+07,0.872179,0.0016665,0.00165112
5.54726,8.9,9.9,1.92862e+09,5.3545e+07,5.45739e+07,0.878784,0.00174766,0.00175274
5.54726,9,10,2.42674e+09,7.66309e+07,7.87341e+07,0.883659,0.00188294,0.0018764
5.54726,9.1,10.1,2.99523e+09,1.06554e+08,1.10631e+08,0.887566,0.00201762,0.00203206
5.54726,9.2,10.2,3.74437e+09,1.51594e+08,1.59905e+08,0.889477,0.00217077,0.00218195
5.54726,9.3,10.3,4.53386e+09,2.01802e+08,2.11151e+08,0.891302,0.00242416,0.00243664
5.54726,9.4,10.4,5.56769e+09,2.95796e+08,3.09713e+08,0.891651,0.00265436,0.00266413
5.54726,9.5,10.5,6.78902e+09,4.00698e+08,4.3307e+08,0.892777,0.00299012,0.00302621
5.54726,9.6,10.6,8.6756e+09,6.08976e+08,6.63244e+08,0.892054,0.00332472,0.00333248
5.54726,9.7,10.7,1.11069e+10,9.41024e+08,1.04474e+09,0.893532,0.00385783,0.00396596
5.54726,9.8,10.8,1.41945e+10,1.43226e+09,1.60002e+09,0.893273,0.00454386,0.00465537
5.54726,9.9,10.9,1.73275e+10,1.97699e+09,2.21387e+09,0.89395,0.00501591,0.00515707
5.54726,10,11,2.16835e+10,2.80041e+09,3.21578e+09,0.892794,0.00535427,0.00537319
5.54726,10.1,11.1,2.74734e+10,4.20249e+09,5.08356e+09,0.894036,0.00584131,0.00584607
5.54726,10.2,11.2,3.46998e+10,5.52664e+09,6.80334e+09,0.893513,0.00637972,0.00654382
5.54726,10.3,11.3,3.88326e+10,6.31544e+09,7.84264e+09,0.891803,0.00743287,0.00778396
5.54726,10.4,11.4,4.82646e+10,7.81204e+09,1.00756e+10,0.891074,0.00897955,0.0100142
5.54726,10.5,11.5,5.39221e+10,8.61842e+09,1.13246e+10,0.892325,0.0110859,0.0124712
5.59462,7.5,8.5,8.79742e+07,545126,546655,0.569922,0.00124883,0.00125294
5.59462,7.6,8.6,1.08379e+08,732489,739755,0.602862,0.0013245,0.00133558
5.59462,7.7,8.7,1.33586e+08,1.00075e+06,1.0059e+06,0.636687,0.00140053,0.00139685
5.59462,7.8,8.8,1.67018e+08,1.396e+06,1.4043e+06,0.672571,0.00143835,0.00143042
5.59462,7.9,8.9,2.10231e+08,1.93396e+06,1.96496e+06,0.707133,0.00146136,0.00145887
5.59462,8,9,2.62686e+08,2.70178e+06,2.72472e+06,0.738217,0.00148299,0.00147607
5.59462,8.1,9.1,3.27496e+08,3.72055e+06,3.77353e+06,0.7659,0.00149913,0.00149621
5.59462,8.2,9.2,4.08823e+08,5.15705e+06,5.19744e+06,0.790068,0.00148472,0.00148946
5.59462,8.3,9.3,5.12679e+08,7.22682e+06,7.31777e+06,0.810995,0.00150709,0.00149076
5.59462,8.4,9.4,6.42559e+08,1.01504e+07,1.03413e+07,0.828975,0.00149963,0.00148163
5.59462,8.5,9.5,7.99036e+08,1.40703e+07,1.431e+07,0.842496,0.00153221,0.00152315
5.59462,8.6,9.6,1.00844e+09,2.0291e+07,2.06596e+07,0.854386,0.00153437,0.00153414
5.59462,8.7,9.7,1.25004e+09,2.77197e+07,2.86132e+07,0.863923,0.00159756,0.00159122
5.59462,8.8,9.8,1.55134e+09,3.86994e+07,3.94164e+07,0.871193,0.00169647,0.00167506
5.59462,8.9,9.9,1.931e+09,5.35554e+07,5.5256e+07,0.877923,0.00182782,0.00179374
5.59462,9,10,2.43951e+09,7.7764e+07,8.09717e+07,0.883269,0.00187922,0.00189466
5.59462,9.1,10.1,3.00171e+09,1.08176e+08,1.12209e+08,0.88691,0.00203819,0.00204549
5.59462,9.2,10.2,3.74344e+09,1.53329e+08,1.59604e+08,0.889179,0.00224084,0.00220821
5.59462,9.3,10.3,4.53777e+09,2.0476e+08,2.15802e+08,0.891267,0.0024437,0.00246169
5.59462,9.4,10.4,5.55816e+09,2.89675e+08,3.08857e+08,0.89144,0.00266249,0.00265931
5.59462,9.5,10.5,6.73515e+09,3.92226e+08,4.20718e+08,0.892365,0.00292942,0.00294344
5.59462,9.6,10.6,8.63309e+09,5.95802e+08,6.48115e+08,0.891901,0.00331582,0.00333156
5.59462,9.7,10.7,1.11553e+10,9.61103e+08,1.07832e+09,0.893566,0.00367067,0.0037359
5.59462,9.8,10.8,1.39993e+10,1.41506e+09,1.5835e+09,0.89338,0.00427941,0.00438387
5.59462,9.9,10.9,1.70516e+10,1.96462e+09,2.24539e+09,0.894576,0.00471,0.00487537
5.59462,10,11,2.18438e+10,2.90368e+09,3.35034e+09,0.893937,0.00505667,0.00500898
5.59462,10.1,11.1,2.74907e+10,4.27172e+09,5.0903e+09,0.894323,0.00559415,0.00566225
5.59462,10.2,11.2,3.4575e+10,5.60904e+09,6.79296e+09,0.892212,0.0061974,0.00642571
5.59462,10.3,11.3,3.94175e+10,6.53418e+09,7.91889e+09,0.891931,0.0076119,0.00782986
5.59462,10.4,11.4,4.77174e+10,7.88375e+09,9.79177e+09,0.89087,0.00863768,0.00980749
5.59462,10.5,11.5,5.34164e+10,8.54245e+09,1.09856e+10,0.892499,0.0108784,0.012112
5.64284,7.5,8.5,8.79076e+07,545429,548205,0.570465,0.00125261,0.00124185
5.64284,7.6,8.6,1.08504e+08,737929,740494,0.603641,0.00132426,0.00132175
5.64284,7.7,8.7,1.33483e+08,1.00027e+06,1.00762e+06,0.63723,0.0013854,0.0013805
5.64284,7.8,8.8,1.66686e+08,1.37526e+06,1.40047e+06,0.672727,0.001435,0.00143029
5.64284,7.9,8.9,2.0972e+08,1.94987e+06,1.96344e+06,0.707262,0.00147695,0.00145639
5.64284,8,9,2.61642e+08,2.67157e+06,2.70792e+06,0.738625,0.00146228,0.00146636
5.64284,8.1,9.1,3.26992e+08,3.71685e+06,3.7465e+06,0.766283,0.00148609,0.00147493
5.64284,8.2,9.2,4.08903e+08,5.15759e+06,5.27295e+06,0.790427,0.00148896,0.00147618
5.64284,8.3,9.3,5.11639e+08,7.28729e+06,7.34225e+06,0.81106,0.00149512,0.00148646
5.64284,8.4,9.4,6.41217e+08,1.01248e+07,1.02351e+07,0.828947,0.00150879,0.00148734
5.64284,8.5,9.5,7.97743e+08,1.40859e+07,1.43702e+07,0.842408,0.00153131,0.00151041
5.64284,8.6,9.6,1.00813e+09,2.03401e+07,2.07349e+07,0.854586,0.00155813,0.00153507
5.64284,8.7,9.7,1.24694e+09,2.77289e+07,2.88273e+07,0.864293,0.00156597,0.00155586
5.64284,8.8,9.8,1.54573e+09,3.85396e+07,3.94539e+07,0.87161,0.00169055,0.00167735
5.64284,8.9,9.9,1.92707e+09,5.36982e+07,5.5195e+07,0.87827,0.00180735,0.0017824
5.64284,9,10,2.41309e+09,7.64988e+07,7.90472e+07,0.883269,0.00186689,0.00186649
5.64284,9.1,10.1,2.99844e+09,1.08241e+08,1.13401e+08,0.886766,0.0020284,0.00202162
5.64284,9.2,10.2,3.68971e+09,1.49425e+08,1.55868e+08,0.889629,0.00223627,0.00223785
5.64284,9.3,10.3,4.48518e+09,2.02097e+08,2.1175e+08,0.890893,0.00245788,0.00245285
5.64284,9.4,10.4,5.50898e+09,2.90503e+08,3.08546e+08,0.891702,0.00272246,0.00273744
5.64284,9.5,10.5,6.70399e+09,4.00811e+08,4.3009e+08,0.892329,0.0029402,0.00296215
5.64284,9.6,10.6,8.62199e+09,6.14866e+08,6.7371e+08,0.892956,0.00339198,0.0034435
5.64284,9.7,10.7,1.10265e+10,9.68376e+08,1.07906e+09,0.893861,0.00381341,0.00384812
5.64284,9.8,10.8,1.37486e+10,1.39165e+09,1.56695e+09,0.89417,0.00439547,0.00457471
5.64284,9.9,10.9,1.70109e+10,1.99762e+09,2.26147e+09,0.895042,0.00508256,0.00521666
5.64284,10,11,2.15402e+10,2.85262e+09,3.29284e+09,0.893185,0.00530173,0.00527036
5.64284,10.1,11.1,2.77166e+10,4.34239e+09,5.23016e+09,0.892101,0.00575857,0.00579775
5.64284,10.2,11.2,3.37145e+10,5.38564e+09,6.64831e+09,0.890527,0.00616663,0.00640469
5.64284,10.3,11.3,3.84658e+10,6.2807e+09,7.73246e+09,0.889708,0.00743719,0.0078249
5.64284,10.4,11.4,4.75135e+10,7.76121e+09,9.73684e+09,0.888637,0.00907068,0.010472
5.64284,10.5,11.5,5.32624e+10,8.35543e+09,1.09618e+10,0.891858,0.0110946,0.0126274
5.69195,7.5,8.5,8.77734e+07,541765,545655,0.571119,0.00124049,0.00124233
5.69195,7.6,8.6,1.08116e+08,738272,745558,0.60367,0.00131435,0.00132786
5.69195,7.7,8.7,1.33184e+08,1.00211e+06,1.0058e+06,0.637437,0.00138892,0.00138973
